Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,712.86",8.78,0.32,"3,439,068,392.76"
Sensitive Index,462.32,1.26,0.27,"1,013,687,113.90"
Float Index,183.95,0.60,0.33,"3,391,626,792.30"
Sensitive Float Index,155.89,0.47,0.30,"1,013,687,113.90"
Banking SubIndex,"1,428.17",6.21,0.43,"311,151,406.70"
Development Bank Index,"5,823.02",-2.89,-0.04,"200,905,683.40"
Finance Index,"2,331.92",-2.89,-0.12,"65,700,433.90"
Hotels And Tourism,"7,788.08",-4.20,-0.05,"95,572,165.00"
HydroPower Index,"3,802.29",38.71,1.02,"1,672,919,590.20"
Investment,101.11,0.18,0.18,"144,577,048.10"
Life Insurance,"12,353.08",13.20,0.10,"87,714,259.50"
Manufacturing And Processing,"11,203.55",70.39,0.63,"405,358,040.20"
Microfinance Index,"4,765.08",-10.37,-0.21,"184,498,527.20"
Mutual Fund,21.57,0.09,0.44,"3,593,256.57"
Non Life Insurance,"10,616.58",-13.79,-0.12,"55,665,435.80"
Others Index,"1,971.86",1.76,0.08,"164,465,677.70"
Trading Index,"3,707.66",-11.14,-0.29,"3,098,524.60"
