Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,937.74",-2.13,-0.11,"1,044,440,646.77"
Sensitive Index,376.84,-0.54,-0.14,"996,891,000.00"
Float Index,133.99,-0.08,-0.06,"1,033,880,000.00"
Sensitive Float Index,123.22,0.02,0.02,"728,631,000.00"
Banking SubIndex,"1,310.91",-4.06,-0.31,"151,220,470.50"
Development Bank Index,"3,489.09",37.13,1.08,"68,647,134.30"
Finance Index,"1,643.73",22.20,1.37,"98,169,525.70"
Hotels And Tourism,"2,628.90",10.97,0.42,"5,833,982.60"
HydroPower Index,"2,214.78",13.78,0.63,"285,336,316.10"
Investment,61.41,0.02,0.03,"41,996,094.10"
Life Insurance,"9,172.74",-24.82,-0.27,"48,798,846.70"
Manufacturing And Processing,"4,858.12",-13.00,-0.27,"44,170,008.00"
Microfinance Index,"4,386.73",-1.55,-0.04,"99,336,604.90"
Mutual Fund,14.10,-0.13,-0.88,"7,620,681.27"
Non Life Insurance,"7,901.05",1.71,0.02,"151,902,622.70"
Others Index,"1,398.84",-18.85,-1.33,"34,312,089.40"
Trading Index,"1,858.91",-17.59,-0.94,"4,159,518.00"
