Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,346.64",21.26,1.49,"2,077,987,799.00"
Sensitive Index,286.75,4.99,1.28,"2,204,130,000.00"
Float Index,95.65,1.60,1.60,"2,051,670,000.00"
Sensitive Float Index,94.76,1.73,1.56,"1,894,670,000.00"
Banking SubIndex,"1,175.96",27.04,2.35,"587,905,000.00"
Development Bank Index,"1,809.78",28.32,0.93,"511,714,000.00"
Finance Index,666.26,4.18,0.97,"156,030,000.00"
Hotels And Tourism,"2,050.98",8.66,1.19,"14,063,900.00"
HydroPower Index,"1,004.32",3.09,0.97,"52,518,000.00"
Life Insurance,"7,557.44",-1.09,2.28,"307,464,000.00"
Manufacturing And Processing,"2,513.93",47.78,0.38,"117,196,000.00"
Microfinance Index,"2,229.70",22.13,0.85,"454,087,000.00"
Mutual Fund,10.23,0.08,0.30,"1,786,890.00"
Non Life Insurance,"6,002.96",101.51,3.96,"667,848,000.00"
Others Index,677.62,3.16,0.29,"25,252,300.00"
Trading Index,785.91,-0.62,-1.91,"7,039,130.00"
