Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,663.30",41.43,1.58,"5,223,083,340.93"
Sensitive Index,446.29,5.60,1.27,"1,578,708,645.40"
Float Index,179.64,2.43,1.37,"5,129,662,874.50"
Sensitive Float Index,149.58,1.96,1.33,"1,578,708,645.40"
Banking SubIndex,"1,356.27",12.18,0.90,"305,156,534.80"
Development Bank Index,"5,500.75",60.31,1.10,"626,882,496.10"
Finance Index,"2,554.36",32.91,1.30,"169,849,982.30"
Hotels And Tourism,"6,419.70",28.31,0.44,"58,507,826.10"
HydroPower Index,"3,470.27",37.69,1.09,"1,308,141,968.60"
Investment,106.93,2.30,2.20,"643,615,372.50"
Life Insurance,"13,448.38",226.72,1.71,"394,527,350.70"
Manufacturing And Processing,"7,205.28",65.81,0.92,"224,245,093.10"
Microfinance Index,"4,880.30",106.40,2.22,"399,858,762.50"
Mutual Fund,19.15,0.07,0.37,"5,099,249.63"
Non Life Insurance,"12,253.86",104.01,0.85,"131,879,421.70"
Others Index,"2,412.50",41.33,1.74,"831,557,520.90"
Trading Index,"4,304.55",247.16,6.09,"35,440,545.20"
