Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,851.88",15.71,0.55,"5,022,017,181.00"
Sensitive Index,535.32,3.05,0.57,"4,753,020,000.00"
Float Index,194.84,0.67,0.35,"4,974,440,000.00"
Sensitive Float Index,171.30,0.23,0.13,"2,700,110,000.00"
Banking SubIndex,"1,812.12",-3.78,-0.21,"422,792,004.00"
Development Bank Index,"5,012.15",26.15,0.52,"208,977,895.80"
Finance Index,"2,456.86",8.92,0.36,"199,430,231.20"
Hotels And Tourism,"3,149.52",-4.27,-0.14,"19,537,906.40"
HydroPower Index,"3,493.69",6.91,0.20,"1,793,886,550.50"
Investment,98.49,2.92,3.06,"840,667,771.60"
Life Insurance,"15,807.12",124.96,0.80,"546,846,339.60"
Manufacturing And Processing,"7,277.19",34.87,0.48,"62,720,828.10"
Microfinance Index,"5,456.50",-4.39,-0.08,"219,372,409.50"
Mutual Fund,16.04,0.04,90.25,"9,674,572.22"
Non Life Insurance,"13,165.76",76.50,0.58,"365,892,116.20"
Others Index,"2,302.15",54.12,2.41,"281,271,262.60"
Trading Index,"2,995.22",7.51,0.25,"13,044,640.00"
