Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,906.70",-0.21,-0.01,"15,818,659,063.00"
Sensitive Index,520.63,-0.38,-0.07,"15,324,700,000.00"
Float Index,201.28,-0.07,-0.03,"15,357,400,000.00"
Sensitive Float Index,172.81,-0.01,0.00,"11,182,000,000.00"
Banking SubIndex,"1,945.72",-31.74,-1.61,"4,429,120,000.00"
Development Bank Index,"4,407.42",260.06,6.27,"3,207,020,000.00"
Finance Index,"2,134.16",162.94,8.27,"2,268,410,000.00"
Hotels And Tourism,"3,581.11",-42.49,-1.17,"52,255,300.00"
HydroPower Index,"2,925.79",91.65,3.23,"2,595,420,000.00"
Investment,105.53,-0.09,-0.10,"730,271,000.00"
Life Insurance,"18,297.27",16.04,0.09,"571,106,000.00"
Manufacturing And Processing,"5,840.72",-21.02,-0.36,"283,753,000.00"
Microfinance Index,"5,429.70",-22.43,-0.41,"798,307,000.00"
Mutual Fund,15.25,0.10,0.66,"70,777,700.00"
Non Life Insurance,"14,652.68",31.65,0.22,"1,545,250,000.00"
Others Index,"2,280.98",5.10,0.22,"1,401,350,000.00"
Trading Index,"4,089.71",-92.27,-2.21,"53,433,800.00"
