Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,465.10",22.40,1.55,"1,942,679,380.00"
Sensitive Index,307.53,3.59,1.18,"1,855,530,000.00"
Float Index,102.99,1.54,1.52,"1,915,600,000.00"
Sensitive Float Index,101.63,1.17,1.14,"1,583,450,000.00"
Banking SubIndex,"1,263.23",16.50,1.32,"521,503,000.00"
Development Bank Index,"1,835.76",4.73,0.26,"253,706,000.00"
Finance Index,673.15,3.33,0.50,"128,905,000.00"
Hotels And Tourism,"1,696.27",-2.29,-0.14,"19,723,200.00"
HydroPower Index,969.95,2.20,-0.23,"47,956,800.00"
Life Insurance,"8,891.24",338.80,3.96,"389,937,000.00"
Manufacturing And Processing,"2,838.86",5.73,0.20,"85,624,400.00"
Microfinance Index,"2,486.20",27.65,1.12,"234,740,000.00"
Mutual Fund,10.57,-0.01,-0.10,"5,873,300.00"
Non Life Insurance,"6,894.03",259.64,3.63,"684,946,000.00"
Others Index,802.98,13.79,1.75,"254,588,000.00"
Trading Index,882.46,8.51,0.97,"963,700.00"
