Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,557.31",-1.04,-0.04,"3,786,454,594.27"
Sensitive Index,451.12,-0.54,-0.12,"1,428,854,476.70"
Float Index,175.26,-0.16,-0.09,"3,748,414,402.60"
Sensitive Float Index,152.19,-0.31,-0.20,"1,428,854,476.70"
Banking SubIndex,"1,428.52",2.05,0.14,"492,926,600.70"
Development Bank Index,"5,438.37",23.90,0.44,"119,566,326.10"
Finance Index,"2,268.73",14.96,0.66,"83,090,505.40"
Hotels And Tourism,"7,164.16",40.80,0.57,"53,188,742.60"
HydroPower Index,"3,541.50",-19.78,-0.55,"1,865,410,530.20"
Investment,93.94,0.14,0.15,"109,770,635.60"
Life Insurance,"11,285.04",-28.10,-0.24,"59,760,904.80"
Manufacturing And Processing,"10,412.01",178.18,1.74,"686,651,847.00"
Microfinance Index,"4,418.02",5.39,0.12,"102,444,807.30"
Mutual Fund,19.69,-0.61,-3.05,"15,497,518.97"
Non Life Insurance,"9,733.78",-201.81,-2.03,"95,466,390.40"
Others Index,"1,838.23",-19.95,-1.07,"77,105,564.50"
Trading Index,"3,216.55",0.12,0.00,"3,031,548.00"
