Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,156.20",-8.11,-0.37,"2,432,508,769.56"
Sensitive Index,409.11,-2.05,-0.50,"841,867,469.80"
Float Index,149.28,-0.47,-0.31,"2,233,631,998.10"
Sensitive Float Index,134.93,-0.43,-0.32,"839,761,700.50"
Banking SubIndex,"1,314.77",-0.60,-0.04,"477,025,468.30"
Development Bank Index,"4,021.65",-18.67,-0.46,"222,195,269.80"
Finance Index,"1,917.18",1.61,0.08,"165,643,968.40"
Hotels And Tourism,"5,909.64",-85.42,-1.42,"174,353,395.10"
HydroPower Index,"2,373.87",-22.10,-0.92,"294,988,126.20"
Investment,73.81,-0.47,-0.64,"77,936,986.00"
Life Insurance,"11,899.98",-27.99,-0.23,"179,995,933.40"
Manufacturing And Processing,"5,857.61",-49.35,-0.83,"179,312,013.80"
Microfinance Index,"4,023.33",-30.99,-0.76,"157,456,600.20"
Mutual Fund,15.05,0.05,0.37,"5,238,690.45"
Non Life Insurance,"11,420.53",-86.72,-0.75,"191,159,257.60"
Others Index,"1,606.08",11.31,0.70,"101,041,980.50"
Trading Index,"2,976.07",-24.50,-0.81,"12,522,998.80"
