Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,976.29",5.19,0.26,"1,737,314,092.32"
Sensitive Index,378.06,0.66,0.17,"643,725,365.40"
Float Index,137.30,0.38,0.28,"1,710,897,312.20"
Sensitive Float Index,125.09,0.24,0.19,"642,020,731.90"
Banking SubIndex,"1,239.84",0.21,0.01,"450,850,640.60"
Development Bank Index,"3,815.83",50.10,1.33,"73,788,556.80"
Finance Index,"1,735.14",12.96,0.75,"49,847,354.30"
Hotels And Tourism,"5,259.21",-49.28,-0.92,"101,014,102.50"
HydroPower Index,"2,136.00",18.79,0.88,"401,181,980.60"
Investment,68.16,0.02,0.03,"42,918,389.20"
Life Insurance,"10,556.75",10.33,0.09,"301,836,634.60"
Manufacturing And Processing,"5,180.34",-4.73,-0.09,"86,792,884.80"
Microfinance Index,"3,654.56",18.49,0.50,"78,571,916.80"
Mutual Fund,18.89,0.18,1.00,"8,550,620.42"
Non Life Insurance,"10,360.50",15.30,0.14,"85,031,592.30"
Others Index,"1,439.57",5.84,0.40,"26,484,618.70"
Trading Index,"2,901.68",9.11,0.31,"12,578,641.00"
