Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,464.36",35.69,1.47,"2,121,511,279.53"
Sensitive Index,463.75,8.15,1.79,"1,855,420,000.00"
Float Index,167.50,2.39,1.44,"2,083,390,000.00"
Sensitive Float Index,147.36,2.38,1.64,"1,353,150,000.00"
Banking SubIndex,"1,611.97",18.87,1.18,"457,708,919.80"
Development Bank Index,"4,242.26",70.78,1.70,"145,334,793.90"
Finance Index,"1,922.12",27.10,1.43,"97,210,732.40"
Hotels And Tourism,"3,140.86",28.18,0.91,"40,702,611.50"
HydroPower Index,"2,846.91",30.00,1.06,"452,194,413.10"
Investment,82.60,0.92,1.12,"163,264,860.60"
Life Insurance,"13,702.87",262.37,1.95,"207,556,953.30"
Manufacturing And Processing,"5,863.85",47.82,0.82,"114,188,986.40"
Microfinance Index,"4,842.04",63.77,1.33,"205,164,423.10"
Mutual Fund,15.44,0.11,0.71,"11,054,570.63"
Non Life Insurance,"11,444.43",109.13,0.96,"110,587,887.50"
Others Index,"1,969.72",68.33,3.59,"82,522,656.20"
Trading Index,"2,323.09",59.32,2.62,"6,953,688.00"
