Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,313.00",44.16,1.95,"1,356,687,468.49"
Sensitive Index,447.14,7.67,1.75,"1,271,610,000.00"
Float Index,158.23,3.26,2.10,"1,336,310,000.00"
Sensitive Float Index,143.02,2.93,2.09,"839,422,000.00"
Banking SubIndex,"1,569.51",22.55,1.46,"189,384,165.50"
Development Bank Index,"4,018.15",103.60,2.65,"92,252,173.00"
Finance Index,"1,707.23",54.09,3.27,"62,761,009.50"
Hotels And Tourism,"2,971.85",36.86,1.26,"8,320,194.20"
HydroPower Index,"2,624.70",96.00,3.80,"541,871,933.20"
Investment,75.83,1.70,2.29,"66,811,266.40"
Life Insurance,"11,937.66",236.81,2.02,"75,675,493.80"
Manufacturing And Processing,"5,424.07",62.97,1.17,"70,675,035.30"
Microfinance Index,"4,724.63",86.50,1.86,"128,454,910.00"
Mutual Fund,15.47,0.05,0.34,"2,505,491.25"
Non Life Insurance,"10,197.98",124.05,1.23,"39,105,610.30"
Others Index,"1,779.64",35.11,2.01,"51,476,434.90"
Trading Index,"2,074.41",14.41,0.70,"9,518,737.00"
