Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,891.33",19.29,0.67,"6,574,842,418.00"
Sensitive Index,542.90,3.98,0.74,"6,988,110,000.00"
Float Index,198.11,1.43,0.73,"6,557,390,000.00"
Sensitive Float Index,174.63,1.49,0.86,"3,608,490,000.00"
Banking SubIndex,"1,841.10",5.30,0.29,"534,043,952.60"
Development Bank Index,"5,140.19",81.39,1.61,"420,036,248.40"
Finance Index,"2,543.24",37.11,1.48,"310,715,318.20"
Hotels And Tourism,"3,207.18",-2.65,-0.08,"16,142,636.20"
HydroPower Index,"3,520.34",109.94,3.22,"3,005,247,628.90"
Investment,97.41,0.11,0.11,"559,072,100.00"
Life Insurance,"16,419.43",-15.61,-0.10,"347,717,324.30"
Manufacturing And Processing,"7,381.67",-13.08,-0.18,"93,734,189.50"
Microfinance Index,"5,597.49",49.66,0.90,"659,015,390.20"
Mutual Fund,16.16,0.24,1.50,"10,739,755.61"
Non Life Insurance,"13,202.55",91.86,0.70,"468,929,595.70"
Others Index,"2,289.33",1.00,0.04,"117,056,975.00"
Trading Index,"3,061.00",-16.30,-0.53,"25,676,507.00"
