Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,137.92",-35.53,-1.63,"1,317,699,089.62"
Sensitive Index,415.63,-7.11,-1.68,"1,308,620,000.00"
Float Index,146.61,-2.40,-1.61,"1,301,140,000.00"
Sensitive Float Index,133.30,-2.10,-1.55,"909,698,000.00"
Banking SubIndex,"1,488.35",-29.01,-1.91,"292,453,035.90"
Development Bank Index,"3,661.35",-54.26,-1.46,"107,936,224.30"
Finance Index,"1,546.74",-24.11,-1.54,"55,175,337.60"
Hotels And Tourism,"2,757.72",-34.33,-1.23,"8,135,217.90"
HydroPower Index,"2,454.46",-30.87,-1.24,"304,299,695.30"
Investment,69.45,-0.82,-1.17,"85,021,145.30"
Life Insurance,"10,401.05",-71.84,-0.69,"113,300,681.90"
Manufacturing And Processing,"5,170.21",-80.08,-1.53,"71,454,296.00"
Microfinance Index,"4,403.44",-74.72,-1.67,"149,461,188.80"
Mutual Fund,15.08,0.07,0.45,"8,652,591.73"
Non Life Insurance,"8,997.09",-236.42,-2.56,"66,107,843.50"
Others Index,"1,572.84",-26.67,-1.67,"40,718,903.90"
Trading Index,"1,832.60",-33.15,-1.78,"7,080,870.50"
