Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,049.28",-8.71,-0.42,"5,581,107,804.69"
Sensitive Index,379.16,-5.12,-1.33,"807,827,743.90"
Float Index,140.76,-0.42,-0.30,"5,539,325,263.10"
Sensitive Float Index,124.66,-0.81,-0.64,"782,675,388.80"
Banking SubIndex,"1,176.07",-6.50,-0.54,"275,117,344.60"
Development Bank Index,"3,911.46",-32.48,-0.82,"140,789,261.80"
Finance Index,"1,750.05",-16.18,-0.91,"118,424,987.20"
Hotels And Tourism,"5,573.69",-26.53,-0.47,"194,724,125.00"
HydroPower Index,"2,430.86",44.33,1.85,"2,156,502,006.00"
Investment,81.07,0.89,1.11,"543,029,858.00"
Life Insurance,"10,794.94",-137.08,-1.25,"576,145,659.30"
Manufacturing And Processing,"6,009.38",-37.97,-0.62,"666,500,780.40"
Microfinance Index,"3,626.74",-11.08,-0.30,"147,430,229.00"
Mutual Fund,18.85,0.14,0.76,"15,144,476.80"
Non Life Insurance,"11,129.32",-104.88,-0.93,"446,512,347.30"
Others Index,"1,515.11",-58.21,-3.70,"235,188,454.90"
Trading Index,"2,921.61",66.95,2.34,"38,960,209.60"
