Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,050.78",-14.05,-0.68,"3,496,822,260.78"
Sensitive Index,386.11,-2.03,-0.52,"1,187,772,899.00"
Float Index,141.76,-1.05,-0.74,"3,435,044,970.20"
Sensitive Float Index,126.43,-0.99,-0.78,"1,184,335,740.80"
Banking SubIndex,"1,214.19",-9.99,-0.82,"382,825,654.90"
Development Bank Index,"3,781.36",-52.05,-1.36,"166,389,264.30"
Finance Index,"1,717.52",-28.04,-1.61,"145,247,324.70"
Hotels And Tourism,"5,187.73",239.51,4.84,"323,480,005.50"
HydroPower Index,"2,546.80",-41.87,-1.62,"748,169,133.10"
Investment,74.18,-1.20,-1.60,"232,687,429.90"
Life Insurance,"11,080.57",11.96,0.11,"307,709,339.00"
Manufacturing And Processing,"5,502.88",15.01,0.27,"414,183,343.80"
Microfinance Index,"3,753.45",-40.38,-1.06,"177,011,683.90"
Mutual Fund,14.22,-0.13,-0.90,"3,547,564.98"
Non Life Insurance,"10,665.08",-0.83,0.01,"374,877,180.70"
Others Index,"1,513.17",-7.30,-0.48,"138,517,823.40"
Trading Index,"2,616.52",2.36,0.09,"23,946,787.00"
