Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,876.59",-60.02,-2.04,"6,646,623,427.00"
Sensitive Index,536.51,-11.91,-2.17,"7,354,400,000.00"
Float Index,201.21,-4.10,-2.00,"6,531,250,000.00"
Sensitive Float Index,179.89,-3.72,-2.03,"5,149,940,000.00"
Banking SubIndex,"1,933.66",-31.96,-1.63,"1,084,310,000.00"
Development Bank Index,"5,348.03",-157.97,-2.87,"1,556,590,000.00"
Finance Index,"2,854.35",-97.05,-3.29,"766,044,000.00"
Hotels And Tourism,"3,476.92",-64.35,-1.82,"33,325,600.00"
HydroPower Index,"3,291.91",-53.35,-1.59,"2,101,480,000.00"
Investment,101.41,-2.53,-2.43,"198,107,000.00"
Life Insurance,"16,124.15",-421.36,-2.55,"318,273,000.00"
Manufacturing And Processing,"6,664.59",-188.43,-2.75,"172,092,000.00"
Microfinance Index,"5,483.82",-67.63,-1.22,"793,040,000.00"
Mutual Fund,16.07,-0.09,-0.56,"98,329,500.00"
Non Life Insurance,"13,001.36",-328.82,-2.47,"595,526,000.00"
Others Index,"1,898.53",-63.34,-3.23,"334,840,000.00"
Trading Index,"3,358.19",-82.04,-2.38,"12,466,400.00"
