Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,069.53",-19.89,-0.95,"4,217,494,195.64"
Sensitive Index,370.19,-3.90,-1.04,"1,158,095,076.80"
Float Index,140.18,-1.70,-1.19,"4,134,842,295.50"
Sensitive Float Index,120.99,-1.76,-1.43,"1,147,393,848.50"
Banking SubIndex,"1,119.25",-19.66,-1.72,"302,921,045.70"
Development Bank Index,"4,054.80",-40.11,-0.97,"249,773,301.20"
Finance Index,"2,148.83",3.31,0.15,"585,279,641.00"
Hotels And Tourism,"5,341.28",-139.13,-2.53,"228,611,815.80"
HydroPower Index,"2,485.48",12.15,0.49,"1,254,824,056.90"
Investment,76.04,-0.90,-1.17,"314,730,886.50"
Life Insurance,"10,092.13",-115.58,-1.13,"125,878,645.30"
Manufacturing And Processing,"6,748.95",82.58,1.23,"259,095,840.60"
Microfinance Index,"4,357.91",-87.39,-1.96,"595,265,107.80"
Mutual Fund,18.83,-0.06,-0.32,"5,533,687.45"
Non Life Insurance,"10,574.47",-114.93,-1.07,"135,723,576.40"
Others Index,"1,636.21",-13.45,-0.81,"123,709,153.90"
Trading Index,"2,749.23",-9.23,-0.33,"9,689,934.40"
