Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,894.76",5.16,0.27,"1,088,547,980.13"
Sensitive Index,362.08,0.77,0.21,"290,702,653.70"
Float Index,131.46,0.34,0.26,"986,784,755.60"
Sensitive Float Index,119.10,0.22,0.18,"290,165,962.90"
Banking SubIndex,"1,192.25",0.95,0.08,"180,255,815.20"
Development Bank Index,"3,644.45",9.30,0.25,"66,320,130.30"
Finance Index,"1,665.50",9.04,0.54,"43,816,179.20"
Hotels And Tourism,"5,048.93",89.56,1.80,"40,079,845.90"
HydroPower Index,"2,026.69",11.14,0.55,"227,836,361.70"
Investment,65.44,0.01,0.01,"28,594,589.70"
Life Insurance,"10,053.34",42.64,0.42,"143,500,401.20"
Manufacturing And Processing,"5,044.48",-6.99,-0.13,"66,518,050.30"
Microfinance Index,"3,528.63",16.85,0.48,"68,393,064.60"
Mutual Fund,18.53,0.19,1.07,"4,925,205.13"
Non Life Insurance,"9,852.62",-6.00,-0.06,"95,769,058.80"
Others Index,"1,382.74",3.78,0.27,"21,054,063.70"
Trading Index,"2,806.64",-3.71,-0.13,"4,647,195.00"
