Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,274.42",8.90,0.39,"1,326,320,346.01"
Sensitive Index,441.09,2.41,0.55,"1,259,030,000.00"
Float Index,155.49,0.61,0.39,"1,316,980,000.00"
Sensitive Float Index,141.31,0.86,0.61,"789,437,000.00"
Banking SubIndex,"1,556.86",3.66,0.24,"146,965,855.40"
Development Bank Index,"3,971.73",55.55,1.42,"81,935,606.20"
Finance Index,"1,688.39",18.73,1.12,"55,807,114.20"
Hotels And Tourism,"2,921.34",8.62,0.30,"8,530,691.10"
HydroPower Index,"2,612.14",53.31,2.08,"491,996,311.60"
Investment,74.64,0.49,0.66,"54,913,108.10"
Life Insurance,"11,206.19",-98.91,-0.87,"145,756,376.00"
Manufacturing And Processing,"5,434.88",-26.27,-0.48,"66,659,970.70"
Microfinance Index,"4,661.23",0.57,0.01,"161,706,911.90"
Mutual Fund,15.14,-0.04,-0.25,"2,907,997.91"
Non Life Insurance,"9,831.25",-40.76,-0.41,"73,524,330.40"
Others Index,"1,727.68",13.03,0.76,"24,265,465.20"
Trading Index,"2,001.32",-3.81,-0.19,"4,922,942.30"
