Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,165.49",-3.54,-0.16,"4,566,381,178.00"
Sensitive Index,413.68,-1.47,-0.35,"4,453,090,000.00"
Float Index,147.07,-0.20,-0.14,"4,438,730,000.00"
Sensitive Float Index,132.54,-0.37,-0.28,"3,657,870,000.00"
Banking SubIndex,"1,635.70",-9.23,-0.56,"1,314,840,000.00"
Development Bank Index,"2,186.90",2.93,0.13,"392,448,000.00"
Finance Index,880.77,-1.95,-0.22,"242,128,000.00"
Hotels And Tourism,"1,897.88",-20.95,-1.09,"10,576,800.00"
HydroPower Index,"1,674.35",50.59,3.12,"494,170,000.00"
Life Insurance,"13,899.42",-46.67,-0.33,"457,955,000.00"
Manufacturing And Processing,"5,593.52",-16.65,-0.30,"197,826,000.00"
Microfinance Index,"3,352.76",-5.94,-0.18,"268,494,000.00"
Mutual Fund,11.51,-0.03,-0.28,"29,587,400.00"
Non Life Insurance,"9,818.85",57.91,0.59,"1,517,600,000.00"
Others Index,"1,779.55",-5.66,-0.32,"485,331,000.00"
Trading Index,"2,370.33",-146.57,-5.82,"21,287,200.00"
