Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,718.51",25.41,0.94,"2,997,681,072.21"
Sensitive Index,518.79,5.15,1.00,"2,713,340,000.00"
Float Index,184.10,1.70,0.93,"2,992,120,000.00"
Sensitive Float Index,162.90,1.47,0.91,"1,790,410,000.00"
Banking SubIndex,"1,736.46",16.28,0.95,"346,808,807.20"
Development Bank Index,"4,645.14",22.82,0.49,"129,526,599.50"
Finance Index,"2,295.99",27.24,1.20,"164,675,029.60"
Hotels And Tourism,"3,051.07",34.84,1.16,"8,496,396.90"
HydroPower Index,"3,309.36",72.39,2.24,"962,093,811.70"
Investment,90.60,1.10,1.23,"155,693,606.20"
Life Insurance,"14,727.18",19.19,0.13,"238,858,119.20"
Manufacturing And Processing,"6,761.67",66.28,0.99,"151,488,007.00"
Microfinance Index,"5,207.83",12.27,0.24,"407,913,997.30"
Mutual Fund,15.65,0.04,0.23,"4,233,274.41"
Non Life Insurance,"12,209.24",39.02,0.32,"121,805,397.20"
Others Index,"2,370.19",29.21,1.25,"294,639,086.50"
Trading Index,"2,864.70",8.05,0.28,"10,116,245.60"
