Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,316.39",3.35,0.26,"1,615,341,877.00"
Sensitive Index,283.12,0.50,0.18,"1,694,900,000.00"
Float Index,93.43,0.27,0.29,"1,543,330,000.00"
Sensitive Float Index,93.74,0.27,0.29,"1,462,630,000.00"
Banking SubIndex,"1,155.71",1.10,0.10,"657,975,000.00"
Development Bank Index,"1,785.04",8.25,0.46,"297,597,000.00"
Finance Index,668.65,3.68,0.55,"174,595,000.00"
Hotels And Tourism,"1,588.12",-8.05,-0.50,"7,281,600.00"
HydroPower Index,949.11,1.12,0.12,"48,953,100.00"
Life Insurance,"7,324.22",48.78,0.67,"262,629,000.00"
Manufacturing And Processing,"2,631.09",-52.00,-1.94,"77,701,800.00"
Microfinance Index,"2,159.54",23.22,1.09,"221,684,000.00"
Mutual Fund,9.67,-0.11,-1.12,"1,369,480.00"
Non Life Insurance,"5,644.24",53.83,0.96,"409,848,000.00"
Others Index,686.34,3.63,0.53,"47,875,900.00"
Trading Index,800.74,2.48,0.31,"9,823,760.00"
