Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,645.67",-1.78,-0.11,"3,037,694,845.00"
Sensitive Index,328.04,0.27,0.08,"3,036,920,000.00"
Float Index,115.16,-0.20,-0.18,"2,873,810,000.00"
Sensitive Float Index,108.51,-0.09,-0.09,"2,543,260,000.00"
Banking SubIndex,"1,340.92",-6.27,-0.47,"1,655,890,000.00"
Development Bank Index,"2,135.89",-16.82,-0.78,"445,053,000.00"
Finance Index,860.43,-2.62,-0.30,"359,132,000.00"
Hotels And Tourism,"1,751.81",-15.42,-0.87,"6,166,610.00"
HydroPower Index,"1,389.93",6.75,0.49,"307,519,000.00"
Life Insurance,"9,719.31",8.86,0.09,"99,591,500.00"
Manufacturing And Processing,"3,043.78",-34.85,-1.13,"49,857,500.00"
Microfinance Index,"2,573.88",12.74,0.50,"175,112,000.00"
Mutual Fund,10.63,-0.10,-0.93,"6,493,430.00"
Non Life Insurance,"8,080.80",39.89,0.50,"249,227,000.00"
Others Index,"1,059.42",5.83,0.55,"165,276,000.00"
Trading Index,"1,105.35",14.95,1.37,"4,582,330.00"
