Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,599.07",12.56,0.49,"6,701,872,439.00"
Sensitive Index,470.34,2.40,0.51,"6,383,010,000.00"
Float Index,179.28,0.87,0.49,"6,558,190,000.00"
Sensitive Float Index,152.63,0.71,0.47,"5,189,430,000.00"
Banking SubIndex,"1,884.32",15.06,0.81,"2,513,820,000.00"
Development Bank Index,"2,686.89",18.71,0.70,"793,977,000.00"
Finance Index,"1,183.85",5.99,0.51,"430,562,000.00"
Hotels And Tourism,"2,068.26",46.58,2.30,"13,953,500.00"
HydroPower Index,"2,034.77",-22.93,-1.11,"731,705,000.00"
Life Insurance,"17,899.00",180.89,1.02,"530,464,000.00"
Manufacturing And Processing,"5,655.62",54.04,0.96,"114,959,000.00"
Microfinance Index,"4,420.04",22.15,0.50,"572,073,000.00"
Mutual Fund,13.52,0.15,1.09,"50,192,000.00"
Non Life Insurance,"13,128.46",184.34,1.42,"1,347,540,000.00"
Others Index,"2,126.53",-10.89,-0.51,"916,434,000.00"
Trading Index,"3,001.17",1.65,0.06,"13,423,800.00"
