Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,658.66",2.80,0.10,"13,186,945,742.15"
Sensitive Index,453.16,-0.25,-0.05,"6,891,032,685.50"
Float Index,181.37,0.15,0.08,"12,937,373,492.20"
Sensitive Float Index,154.07,-0.06,-0.04,"6,891,032,685.50"
Banking SubIndex,"1,355.61",6.57,0.48,"490,568,351.30"
Development Bank Index,"5,456.75",15.86,0.29,"425,846,198.40"
Finance Index,"2,410.20",-29.96,-1.22,"219,106,519.40"
Hotels And Tourism,"7,206.36",323.37,4.69,"949,660,132.00"
HydroPower Index,"3,639.14",-37.00,-1.00,"9,053,853,713.60"
Investment,111.15,-0.15,-0.13,"558,164,705.70"
Life Insurance,"12,792.01",15.57,0.12,"227,961,658.90"
Manufacturing And Processing,"7,178.40",-2.33,-0.03,"341,988,539.10"
Microfinance Index,"4,695.73",27.84,0.59,"249,064,230.40"
Mutual Fund,19.23,0.06,0.35,"46,214,512.06"
Non Life Insurance,"12,190.04",31.18,0.25,"173,458,686.20"
Others Index,"2,309.72",-7.64,-0.33,"236,962,678.30"
Trading Index,"4,235.01",3.91,0.09,"10,738,078.90"
