Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,765.51",73.05,2.71,"7,101,831,591.11"
Sensitive Index,519.37,13.21,2.61,"6,715,500,000.00"
Float Index,190.49,5.07,2.73,"6,494,000,000.00"
Sensitive Float Index,169.82,4.56,2.76,"4,425,050,000.00"
Banking SubIndex,"1,867.32",35.03,1.91,"1,477,828,915.90"
Development Bank Index,"4,941.31",257.10,5.49,"650,571,124.40"
Finance Index,"2,355.05",115.63,5.16,"581,063,687.90"
Hotels And Tourism,"3,199.55",5.23,0.16,"35,295,118.70"
HydroPower Index,"3,134.82",148.18,4.96,"2,057,577,491.00"
Investment,87.21,3.47,4.14,"355,034,030.30"
Life Insurance,"15,162.24",295.11,1.99,"344,205,604.10"
Manufacturing And Processing,"7,234.56",136.99,1.93,"307,628,227.40"
Microfinance Index,"5,282.43",70.45,1.35,"512,472,950.00"
Mutual Fund,15.47,0.21,1.39,"20,112,547.11"
Non Life Insurance,"12,519.43",379.77,3.13,"423,333,642.20"
Others Index,"2,068.73",62.79,3.13,"221,668,304.10"
Trading Index,"2,987.83",171.25,6.08,"47,313,591.70"
