Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,776.90",6.51,0.23,"5,636,548,038.26"
Sensitive Index,477.06,1.73,0.36,"2,455,251,449.50"
Float Index,190.19,0.40,0.21,"5,577,556,119.36"
Sensitive Float Index,163.16,0.49,0.30,"2,455,251,449.50"
Banking SubIndex,"1,439.65",5.77,0.40,"434,554,276.80"
Development Bank Index,"5,859.17",12.24,0.20,"483,392,833.80"
Finance Index,"2,481.50",0.71,0.02,"103,197,308.20"
Hotels And Tourism,"6,962.39",3.89,0.05,"69,951,741.50"
HydroPower Index,"3,615.33",6.03,0.16,"2,444,856,851.48"
Investment,112.11,0.24,0.21,"354,695,524.28"
Life Insurance,"13,054.60",33.35,0.25,"171,502,817.70"
Manufacturing And Processing,"7,633.76",35.36,0.46,"482,141,844.30"
Microfinance Index,"5,179.08",6.61,0.12,"395,349,500.70"
Mutual Fund,20.41,0.06,0.29,"29,058,298.50"
Non Life Insurance,"12,402.79",14.66,0.11,"111,984,450.10"
Others Index,"2,612.29",2.41,0.09,"521,891,480.50"
Trading Index,"4,167.98",7.58,0.18,"4,037,490.00"
