Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,874.81",64.70,3.57,"6,817,774,994.00"
Sensitive Index,362.33,12.96,3.71,"6,194,070,000.00"
Float Index,127.09,3.78,3.06,"6,301,300,000.00"
Sensitive Float Index,115.33,3.42,3.05,"5,151,320,000.00"
Banking SubIndex,"1,399.81",40.40,2.97,"2,098,600,000.00"
Development Bank Index,"2,152.61",29.18,1.37,"765,766,000.00"
Finance Index,904.80,15.28,1.72,"485,682,000.00"
Hotels And Tourism,"2,074.85",-1.02,-0.05,"39,992,200.00"
HydroPower Index,"1,470.99",24.78,1.71,"555,970,000.00"
Life Insurance,"11,104.60",190.43,1.74,"551,094,000.00"
Manufacturing And Processing,"4,406.00",300.33,7.32,"334,356,000.00"
Microfinance Index,"2,875.84",106.86,3.86,"545,598,000.00"
Mutual Fund,11.60,0.15,1.35,"48,215,600.00"
Non Life Insurance,"9,885.72",316.69,3.31,"1,507,400,000.00"
Others Index,"1,512.69",95.21,6.72,"835,494,000.00"
Trading Index,"2,450.97",179.99,7.93,"36,503,900.00"
