Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,405.25",5.24,0.37,"1,628,841,389.00"
Sensitive Index,295.94,0.99,0.33,"1,672,770,000.00"
Float Index,99.54,0.34,0.34,"1,591,640,000.00"
Sensitive Float Index,98.80,0.35,0.35,"1,352,560,000.00"
Banking SubIndex,"1,194.82",-3.75,-0.31,"366,268,000.00"
Development Bank Index,"1,871.59",5.52,0.29,"494,759,000.00"
Finance Index,668.65,-3.27,-0.49,"89,502,000.00"
Hotels And Tourism,"1,911.90",-0.27,-0.01,"6,060,920.00"
HydroPower Index,"1,036.02",4.81,0.46,"50,943,100.00"
Life Insurance,"8,088.25",-19.42,-0.24,"115,787,000.00"
Manufacturing And Processing,"2,806.23",94.71,3.37,"278,129,000.00"
Microfinance Index,"2,510.89",104.39,4.16,"467,424,000.00"
Mutual Fund,10.30,0.00,0.00,"2,164,340.00"
Non Life Insurance,"6,734.97",-52.78,-0.78,"294,406,000.00"
Others Index,710.72,4.55,0.64,"38,923,100.00"
Trading Index,896.34,8.29,0.92,"5,938,250.00"
