Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,645.85",27.41,1.05,"4,203,832,789.00"
Sensitive Index,475.12,4.35,0.92,"3,843,330,000.00"
Float Index,181.93,1.25,0.69,"4,059,650,000.00"
Sensitive Float Index,153.92,1.08,0.70,"2,555,810,000.00"
Banking SubIndex,"1,781.81",3.61,0.20,"754,920,000.00"
Development Bank Index,"2,817.71",18.08,0.65,"746,824,000.00"
Finance Index,"1,254.06",10.23,0.82,"210,036,000.00"
Hotels And Tourism,"3,232.11",11.46,0.36,"29,067,700.00"
HydroPower Index,"2,589.82",15.98,0.62,"798,021,000.00"
Investment,98.66,1.00,1.02,"393,978,000.00"
Life Insurance,"17,101.77",137.82,0.81,"166,106,000.00"
Manufacturing And Processing,"5,769.13",133.64,2.37,"247,938,000.00"
Microfinance Index,"5,416.32",50.18,0.94,"836,094,000.00"
Mutual Fund,13.39,0.05,0.38,"13,108,700.00"
Non Life Insurance,"13,445.89",346.03,2.64,"461,165,000.00"
Others Index,"2,102.06",79.55,3.93,"734,339,000.00"
Trading Index,"3,825.87",19.61,0.52,"26,058,400.00"
