Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,629.97",-21.51,-0.81,"4,008,937,133.00"
Sensitive Index,495.53,-5.92,-1.18,"4,083,930,000.00"
Float Index,181.54,-1.38,-0.75,"3,925,090,000.00"
Sensitive Float Index,161.45,-1.98,-1.21,"2,849,750,000.00"
Banking SubIndex,"1,767.93",-10.89,-0.61,"553,711,212.60"
Development Bank Index,"4,896.17",-67.44,-1.36,"1,023,544,218.78"
Finance Index,"2,454.06",-32.67,-1.31,"321,742,022.30"
Hotels And Tourism,"3,182.30",-73.30,-2.25,"42,492,359.60"
HydroPower Index,"3,005.93",0.20,0.01,"891,411,694.20"
Investment,82.61,-0.77,-0.64,"154,864,837.40"
Life Insurance,"14,041.87",-117.04,-0.83,"163,818,449.30"
Manufacturing And Processing,"6,167.31",-61.95,-0.99,"98,280,616.00"
Microfinance Index,"5,089.71",-40.83,-0.80,"338,762,429.30"
Mutual Fund,15.30,0.02,0.12,"16,924,252.81"
Non Life Insurance,"11,665.80",-76.68,-0.65,"153,420,055.00"
Others Index,"2,047.43",-41.13,-1.97,"174,088,828.10"
Trading Index,"2,797.62",-5.94,-0.21,"8,955,049.40"
