Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,844.36",10.66,0.58,"774,760,647.07"
Sensitive Index,354.25,1.87,0.53,"235,728,415.10"
Float Index,128.99,0.72,0.57,"713,830,741.20"
Sensitive Float Index,117.79,0.56,0.48,"235,302,157.10"
Banking SubIndex,"1,216.18",3.58,0.30,"135,024,237.70"
Development Bank Index,"3,417.43",28.39,0.84,"34,323,280.50"
Finance Index,"1,538.41",7.76,0.51,"19,225,303.90"
Hotels And Tourism,"3,452.94",65.84,1.94,"30,965,483.90"
HydroPower Index,"2,296.75",24.58,1.08,"267,724,623.20"
Investment,62.12,0.49,0.80,"34,819,882.90"
Life Insurance,"9,246.00",75.01,0.82,"27,010,816.40"
Manufacturing And Processing,"4,369.94",58.59,1.36,"65,795,275.90"
Microfinance Index,"3,253.42",10.98,0.34,"41,974,234.50"
Mutual Fund,13.54,0.02,0.18,"2,232,013.92"
Non Life Insurance,"8,449.64",20.60,0.24,"31,335,728.80"
Others Index,"1,363.24",3.37,0.25,"21,574,902.50"
Trading Index,"2,029.15",2.35,0.12,"4,056,971.00"
