Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,653.70",-7.73,-0.29,"3,273,065,909.76"
Sensitive Index,506.84,-0.73,-0.14,"2,926,720,000.00"
Float Index,179.61,-0.69,-0.38,"3,244,560,000.00"
Sensitive Float Index,158.95,-0.46,-0.29,"1,851,990,000.00"
Banking SubIndex,"1,693.78",-11.33,-0.66,"390,635,354.90"
Development Bank Index,"4,534.76",-24.96,-0.55,"158,442,964.80"
Finance Index,"2,246.13",-10.39,-0.46,"193,395,173.40"
Hotels And Tourism,"2,974.03",-2.58,-0.09,"22,844,225.90"
HydroPower Index,"3,315.89",34.03,1.04,"1,330,084,833.30"
Investment,88.06,-0.16,-0.18,"192,603,643.00"
Life Insurance,"14,120.15",-116.02,-0.81,"207,008,050.30"
Manufacturing And Processing,"6,459.95",-71.16,-1.09,"146,225,000.20"
Microfinance Index,"5,056.65",-31.06,-0.61,"210,781,320.50"
Mutual Fund,15.59,-0.06,-0.39,"10,500,475.76"
Non Life Insurance,"11,948.30",-32.95,-0.28,"153,348,697.40"
Others Index,"2,324.08",15.10,0.65,"229,343,287.30"
Trading Index,"2,789.60",-7.34,-0.26,"9,847,012.00"
