Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,510.57",25.58,1.72,"4,181,036,115.00"
Sensitive Index,304.60,6.25,2.01,"3,912,380,000.00"
Float Index,104.89,1.72,1.67,"4,148,070,000.00"
Sensitive Float Index,100.44,2.01,2.04,"3,113,340,000.00"
Banking SubIndex,"1,237.76",19.78,1.62,"839,193,000.00"
Development Bank Index,"1,786.15",26.45,1.50,"393,300,000.00"
Finance Index,674.94,7.75,1.16,"163,802,000.00"
Hotels And Tourism,"1,512.62",1.02,0.07,"11,112,800.00"
HydroPower Index,"1,107.20",94.22,9.30,"351,719,000.00"
Life Insurance,"9,219.71",-88.68,-0.95,"712,468,000.00"
Manufacturing And Processing,"3,037.60",31.42,1.05,"219,789,000.00"
Microfinance Index,"2,500.84",17.28,0.70,"302,321,000.00"
Mutual Fund,10.78,0.08,0.70,"8,305,750.00"
Non Life Insurance,"7,402.94",-125.89,-1.67,"1,563,570,000.00"
Others Index,981.90,37.11,3.93,"761,959,000.00"
Trading Index,911.50,15.84,1.77,"4,960,840.00"
