Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,720.43",-15.50,-0.57,"3,131,210,281.88"
Sensitive Index,517.93,-5.22,-1.00,"2,868,530,000.00"
Float Index,184.30,-0.81,-0.44,"3,118,190,000.00"
Sensitive Float Index,162.88,-1.17,-0.71,"1,623,740,000.00"
Banking SubIndex,"1,734.98",-9.69,-0.56,"271,951,319.40"
Development Bank Index,"4,675.44",-40.92,-0.87,"121,531,222.00"
Finance Index,"2,326.50",-13.40,-0.57,"181,787,921.10"
Hotels And Tourism,"3,024.82",-31.00,-1.01,"7,698,856.70"
HydroPower Index,"3,372.59",35.66,1.07,"1,519,847,127.00"
Investment,90.30,-0.15,-0.16,"254,764,846.40"
Life Insurance,"14,653.01",-81.26,-0.55,"116,609,506.10"
Manufacturing And Processing,"6,660.84",-82.12,-1.22,"128,245,587.30"
Microfinance Index,"5,197.51",-26.13,-0.50,"182,614,923.30"
Mutual Fund,15.84,0.13,0.84,"6,709,158.49"
Non Life Insurance,"12,226.80",-110.46,-0.90,"94,822,378.50"
Others Index,"2,368.68",-48.43,-2.00,"236,453,808.90"
Trading Index,"2,847.12",-31.22,-1.08,"1,858,859.40"
