Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,748.78",13.95,0.51,"10,320,331,436.20"
Sensitive Index,486.03,2.33,0.48,"3,129,829,787.80"
Float Index,189.13,0.97,0.51,"10,066,606,543.15"
Sensitive Float Index,160.64,0.79,0.49,"3,129,829,787.80"
Banking SubIndex,"1,527.65",6.78,0.44,"780,950,619.05"
Development Bank Index,"5,610.47",67.49,1.21,"817,326,373.90"
Finance Index,"3,761.77",-3.74,-0.09,"1,973,277,325.90"
Hotels And Tourism,"6,918.90",60.97,0.88,"188,770,358.90"
HydroPower Index,"3,574.02",47.37,1.34,"4,008,151,525.50"
Investment,107.19,-0.03,-0.03,"361,328,826.70"
Life Insurance,"13,483.15",-4.79,-0.03,"258,758,254.20"
Manufacturing And Processing,"7,030.71",-17.65,-0.25,"193,734,746.10"
Microfinance Index,"5,183.66",39.84,0.77,"911,920,786.70"
Mutual Fund,21.84,0.03,0.17,"23,017,500.35"
Non Life Insurance,"13,356.40",-11.86,-0.08,"277,144,784.60"
Others Index,"2,089.51",13.13,0.63,"289,528,054.00"
Trading Index,"3,592.69",-22.75,-0.62,"31,234,859.50"
