Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,635.00",-5.54,-0.20,"6,472,607,801.60"
Sensitive Index,454.31,-1.61,-0.35,"2,384,189,292.60"
Float Index,181.08,-0.18,-0.10,"6,436,319,164.10"
Sensitive Float Index,154.75,-0.41,-0.26,"2,384,189,292.60"
Banking SubIndex,"1,372.50",-3.48,-0.25,"408,879,595.80"
Development Bank Index,"5,576.54",1.47,0.02,"377,684,665.20"
Finance Index,"2,369.88",-12.77,-0.53,"446,184,778.70"
Hotels And Tourism,"7,056.02",7.43,0.10,"237,803,019.80"
HydroPower Index,"3,345.25",-3.80,-0.11,"2,396,095,839.20"
Investment,101.92,-0.43,-0.42,"213,773,245.10"
Life Insurance,"12,891.01",-24.29,-0.18,"211,164,220.80"
Manufacturing And Processing,"8,879.56",90.05,1.02,"1,302,778,204.10"
Microfinance Index,"4,900.85",-32.77,-0.66,"285,011,658.70"
Mutual Fund,20.61,0.02,0.11,"9,625,365.91"
Non Life Insurance,"10,898.34",-15.69,-0.14,"75,882,994.80"
Others Index,"2,342.55",-6.95,-0.29,"458,890,368.00"
Trading Index,"3,747.66",-44.08,-1.16,"22,170,573.90"
