Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,109.66",1.54,0.05,"14,137,338,881.00"
Sensitive Index,575.95,-2.05,-0.35,"14,877,400,000.00"
Float Index,217.12,-0.04,-0.02,"14,006,900,000.00"
Sensitive Float Index,192.71,-0.97,-0.50,"8,516,190,000.00"
Banking SubIndex,"2,090.68",-12.08,-0.57,"1,370,470,000.00"
Development Bank Index,"5,038.27",-53.12,-1.04,"1,877,560,000.00"
Finance Index,"2,806.11",90.91,3.35,"1,870,060,000.00"
Hotels And Tourism,"3,706.98",-37.66,-1.01,"80,622,100.00"
HydroPower Index,"3,693.80",119.57,3.35,"7,173,560,000.00"
Investment,114.95,-0.64,-0.56,"526,134,000.00"
Life Insurance,"17,962.14",48.40,0.27,"373,119,000.00"
Manufacturing And Processing,"6,670.93",-55.82,-0.83,"135,223,000.00"
Microfinance Index,"5,688.23",-55.44,-0.97,"1,089,760,000.00"
Mutual Fund,17.42,-0.06,-0.37,"66,035,200.00"
Non Life Insurance,"14,488.00",39.00,0.27,"856,743,000.00"
Others Index,"2,128.78",8.41,0.40,"751,403,000.00"
Trading Index,"4,042.68",-43.83,-1.07,"21,385,000.00"
