Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,407.89",5.68,0.41,"1,239,017,426.00"
Sensitive Index,289.77,-0.23,-0.08,"1,116,660,000.00"
Float Index,98.58,0.27,0.27,"1,129,060,000.00"
Sensitive Float Index,95.49,-0.01,-0.01,"990,532,000.00"
Banking SubIndex,"1,188.49",-0.47,-0.04,"326,766,000.00"
Development Bank Index,"1,741.73",-1.53,-0.09,"106,639,000.00"
Finance Index,655.71,-0.54,-0.08,"206,897,000.00"
Hotels And Tourism,"1,505.54",-9.48,-0.63,"2,565,290.00"
HydroPower Index,949.81,1.66,0.17,"36,397,600.00"
Life Insurance,"8,599.99",54.06,0.63,"148,416,000.00"
Manufacturing And Processing,"2,715.59",44.40,1.66,"21,652,900.00"
Microfinance Index,"2,373.44",17.42,0.74,"79,357,000.00"
Mutual Fund,10.59,-0.03,-0.31,"9,215,540.00"
Non Life Insurance,"6,816.34",50.86,0.75,"395,717,000.00"
Others Index,832.16,13.47,1.65,"236,387,000.00"
Trading Index,859.02,10.56,1.24,"2,857,810.00"
