Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,194.48",15.91,0.73,"5,874,708,279.00"
Sensitive Index,421.22,3.08,0.74,"5,992,020,000.00"
Float Index,149.44,1.39,0.94,"5,820,820,000.00"
Sensitive Float Index,135.64,1.59,1.19,"5,009,700,000.00"
Banking SubIndex,"1,660.55",13.04,0.79,"1,891,140,000.00"
Development Bank Index,"2,219.84",10.00,0.45,"921,873,000.00"
Finance Index,894.57,10.24,1.16,"573,116,000.00"
Hotels And Tourism,"1,904.67",5.94,0.31,"7,566,740.00"
HydroPower Index,"1,672.19",10.64,0.64,"493,869,000.00"
Life Insurance,"13,963.11",38.85,0.28,"543,393,000.00"
Manufacturing And Processing,"5,739.95",115.83,2.06,"343,612,000.00"
Microfinance Index,"3,455.59",46.53,1.37,"693,832,000.00"
Mutual Fund,11.61,0.01,0.11,"13,407,100.00"
Non Life Insurance,"10,076.37",144.86,1.46,"1,616,370,000.00"
Others Index,"1,782.23",-3.64,-0.20,"507,363,000.00"
Trading Index,"2,461.96",112.61,4.79,"18,803,600.00"
