Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,866.48",11.32,0.61,"691,737,893.98"
Sensitive Index,366.19,2.56,0.70,"671,859,000.00"
Float Index,130.48,0.81,0.63,"664,397,000.00"
Sensitive Float Index,119.08,1.05,0.89,"485,178,000.00"
Banking SubIndex,"1,307.35",4.23,0.32,"123,536,915.70"
Development Bank Index,"3,392.84",69.40,2.09,"75,177,647.70"
Finance Index,"1,569.31",40.86,2.67,"69,177,863.50"
Hotels And Tourism,"2,563.62",23.18,0.91,"2,944,488.30"
HydroPower Index,"1,980.52",15.75,0.80,"159,870,849.10"
Investment,56.80,0.21,0.37,"23,198,795.90"
Life Insurance,"8,755.99",49.95,0.57,"27,062,214.50"
Manufacturing And Processing,"4,785.88",39.47,0.83,"34,543,503.60"
Microfinance Index,"4,231.24",18.56,0.44,"93,340,343.70"
Mutual Fund,13.54,-0.24,-1.71,"1,363,189.16"
Non Life Insurance,"7,505.92",46.73,0.63,"32,922,447.90"
Others Index,"1,311.06",9.62,0.74,"20,537,295.80"
Trading Index,"1,785.91",-13.88,-0.77,"2,084,306.00"
