SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
117,2025-02-13,"2,795.67","2,827.84","2,750.85",(51.28),(1.86 %),"3,975.49","1,729.05","882,002,409.80","1,440,124","9,760"
118,2025-02-12,"2,744.38","2,769.60","2,694.34",(42.27),(1.56 %),"3,975.49","1,729.05","559,704,481.30","949,827","5,526"
119,2025-02-11,"2,702.11","2,756.25","2,687.68",(-8.01),(-0.29 %),"3,975.49","1,729.05","323,475,742.50","526,576","4,011"
120,2025-02-10,"2,710.13","2,788.11","2,707.44",(-34.10),(-1.24 %),"3,975.49","1,729.05","559,353,824.70","885,747","6,578"
121,2025-02-09,"2,744.24","2,788.73","2,676.95",(21.85),(0.80 %),"3,975.49","1,729.05","714,099,616.90","1,166,885","8,320"
122,2025-02-06,"2,722.39","2,810.16","2,697.97",(42.44),(1.58 %),"3,975.49","1,729.05","874,341,869.80","1,431,370","10,870"
123,2025-02-05,"2,679.95","2,686.11","2,525.66",(143.89),(5.67 %),"3,975.49","1,729.05","649,225,537.90","1,142,306","8,366"
124,2025-02-04,"2,536.05","2,612.37","2,529.81",(-43.99),(-1.70 %),"3,975.49","1,729.05","278,989,693.40","503,010","4,146"
125,2025-02-03,"2,580.05","2,644.68","2,574.68",(-28.10),(-1.07 %),"3,975.49","1,729.05","426,274,790.90","752,438","5,891"
126,2025-02-02,"2,608.15","2,621.98","2,554.58",(33.39),(1.29 %),"3,975.49","1,729.05","544,069,432.50","970,904","7,415"
127,2025-01-28,"2,574.76","2,590.51","2,503.47",(47.59),(1.88 %),"3,975.49","1,729.05","405,458,299.10","741,832","6,681"
128,2025-01-27,"2,527.16","2,563.85","2,384.43",(84.52),(3.46 %),"3,975.49","1,729.05","616,414,748.90","1,140,496","9,704"
129,2025-01-26,"2,442.63","2,575.77","2,405.78",(-122.11),(-4.76 %),"3,975.49","1,729.05","821,714,324.20","1,550,733","13,140"
130,2025-01-23,"2,564.75","2,642.37","2,553.75",(-63.98),(-2.43 %),"3,975.49","1,729.05","551,609,497.29","1,029,937","8,252"
131,2025-01-22,"2,628.73","2,652.17","2,599.71",(23.31),(0.89 %),"3,975.49","1,729.05","408,047,233.70","724,884","5,887"
132,2025-01-21,"2,605.42","2,659.53","2,598.91",(-27.16),(-1.03 %),"3,975.49","1,729.05","352,772,708.80","611,912","5,711"
133,2025-01-20,"2,632.58","2,729.56","2,622.25",(-68.76),(-2.54 %),"3,975.49","1,729.05","510,127,205.80","877,816","7,533"
134,2025-01-19,"2,701.35","2,746.77","2,608.47",(61.38),(2.32 %),"3,975.49","1,729.05","593,443,214.20","1,071,158","8,158"
135,2025-01-16,"2,639.96","2,784.06","2,632.91",(-144.61),(-5.19 %),"3,975.49","1,729.05","889,166,420.70","1,520,735","12,585"
