Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,876.74",-14.60,-0.50,"8,612,174,162.00"
Sensitive Index,539.65,-3.25,-0.60,"8,465,640,000.00"
Float Index,196.97,-1.14,-0.57,"8,570,210,000.00"
Sensitive Float Index,173.53,-1.10,-0.63,"5,197,370,000.00"
Banking SubIndex,"1,834.91",-6.18,-0.34,"688,124,353.60"
Development Bank Index,"5,085.90",-54.29,-1.06,"555,522,585.80"
Finance Index,"2,509.53",-33.71,-1.33,"444,704,113.30"
Hotels And Tourism,"3,168.55",-38.64,-1.20,"30,733,757.80"
HydroPower Index,"3,526.50",6.16,0.17,"4,009,079,076.90"
Investment,96.84,-0.57,-0.59,"630,187,732.30"
Life Insurance,"16,246.69",-172.74,-1.05,"549,533,612.30"
Manufacturing And Processing,"7,302.26",-79.41,-1.08,"159,477,437.00"
Microfinance Index,"5,543.16",-54.33,-0.97,"520,012,271.60"
Mutual Fund,16.05,-0.10,-0.65,"18,202,998.21"
Non Life Insurance,"13,214.72",12.17,0.09,"731,020,178.80"
Others Index,"2,280.03",-9.30,-0.41,"225,925,322.20"
Trading Index,"3,038.13",-22.87,-0.75,"25,888,703.90"
