Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,045.70",16.27,0.80,"2,299,316,326.28"
Sensitive Index,391.53,2.77,0.71,"2,109,960,000.00"
Float Index,141.81,1.35,0.96,"2,288,520,000.00"
Sensitive Float Index,129.11,1.57,1.23,"1,481,190,000.00"
Banking SubIndex,"1,380.34",6.56,0.48,"405,364,325.20"
Development Bank Index,"3,574.74",41.58,1.18,"167,382,396.70"
Finance Index,"1,642.41",44.20,2.76,"229,040,280.50"
Hotels And Tourism,"2,778.51",27.41,1.00,"15,954,267.20"
HydroPower Index,"2,360.06",15.95,0.68,"518,549,646.00"
Investment,66.56,0.35,0.53,"120,134,412.30"
Life Insurance,"9,900.67",80.22,0.82,"89,882,647.50"
Manufacturing And Processing,"5,236.48",64.19,1.24,"247,538,207.80"
Microfinance Index,"4,548.38",81.62,1.83,"349,708,633.80"
Mutual Fund,14.95,0.01,0.09,"6,852,493.58"
Non Life Insurance,"8,160.44",72.60,0.90,"50,526,122.00"
Others Index,"1,491.10",3.18,0.21,"79,337,146.20"
Trading Index,"2,077.42",32.47,1.59,"15,096,923.00"
