Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,733.59",-1.54,-0.05,"6,443,190,291.71"
Sensitive Index,469.07,-0.29,-0.06,"1,494,321,197.00"
Float Index,186.51,-0.12,-0.06,"4,971,739,544.00"
Sensitive Float Index,158.67,-0.09,-0.05,"1,494,321,197.00"
Banking SubIndex,"1,445.56",-0.03,0.00,"374,031,301.70"
Development Bank Index,"5,843.53",-3.77,-0.06,"311,275,981.80"
Finance Index,"2,531.27",-25.85,-1.01,"687,248,323.00"
Hotels And Tourism,"7,713.55",10.17,0.13,"202,717,940.60"
HydroPower Index,"3,805.49",0.53,0.01,"2,076,926,571.80"
Investment,100.90,-0.12,-0.12,"171,138,188.20"
Life Insurance,"12,536.01",-47.33,-0.37,"134,632,222.60"
Manufacturing And Processing,"11,000.70",29.38,0.26,"430,545,031.30"
Microfinance Index,"4,770.69",-9.02,-0.18,"154,569,029.20"
Mutual Fund,21.83,-0.03,-0.15,"3,559,603.31"
Non Life Insurance,"11,360.98",-46.99,-0.41,"160,236,791.80"
Others Index,"2,058.92",5.97,0.29,"257,322,759.20"
Trading Index,"3,461.40",-13.35,-0.38,"11,095,402.80"
