Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,993.38",-20.54,-1.02,"1,262,767,876.55"
Sensitive Index,382.11,-3.44,-0.89,"411,849,447.40"
Float Index,138.13,-1.40,-1.00,"1,237,785,089.30"
Sensitive Float Index,126.35,-1.19,-0.93,"410,867,892.60"
Banking SubIndex,"1,259.22",-10.37,-0.81,"227,979,942.60"
Development Bank Index,"3,732.51",-24.02,-0.63,"76,804,054.20"
Finance Index,"1,695.23",-17.65,-1.03,"52,825,883.80"
Hotels And Tourism,"5,530.87",-76.51,-1.36,"82,264,815.70"
HydroPower Index,"2,056.45",-36.77,-1.75,"167,578,500.40"
Investment,69.90,-0.45,-0.65,"47,519,345.50"
Life Insurance,"10,935.29",-104.62,-0.94,"209,969,751.50"
Manufacturing And Processing,"5,236.51",-37.84,-0.71,"109,289,937.10"
Microfinance Index,"3,635.48",-40.53,-1.10,"95,489,822.00"
Mutual Fund,18.84,0.04,0.24,"5,411,611.45"
Non Life Insurance,"10,602.67",-128.67,-1.19,"108,889,843.00"
Others Index,"1,469.44",-16.77,-1.12,"45,550,541.50"
Trading Index,"2,850.41",-23.21,-0.80,"13,622,652.00"
