Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,227.16",63.24,2.92,"4,375,196,232.80"
Sensitive Index,424.93,14.41,3.51,"1,725,383,247.50"
Float Index,154.82,4.77,3.18,"4,300,148,747.60"
Sensitive Float Index,140.63,5.51,4.08,"1,723,368,994.60"
Banking SubIndex,"1,380.31",65.56,4.98,"1,152,808,980.10"
Development Bank Index,"4,276.38",195.36,4.78,"634,396,350.60"
Finance Index,"1,989.93",33.51,1.71,"208,857,376.30"
Hotels And Tourism,"5,983.55",177.22,3.05,"287,134,713.00"
HydroPower Index,"2,434.87",40.77,1.70,"454,973,043.30"
Investment,76.42,2.55,3.46,"245,808,845.00"
Life Insurance,"12,247.54",125.51,1.03,"273,236,393.70"
Manufacturing And Processing,"6,034.55",92.15,1.55,"286,745,023.40"
Microfinance Index,"4,132.25",49.65,1.21,"266,136,832.40"
Mutual Fund,14.96,0.08,0.55,"7,208,967.30"
Non Life Insurance,"11,752.84",158.11,1.36,"347,994,478.50"
Others Index,"1,577.34",22.34,1.43,"65,672,099.30"
Trading Index,"3,094.97",121.94,4.10,"76,384,612.00"
