Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,682.15",-14.88,-0.55,"5,143,997,643.35"
Sensitive Index,449.92,-2.96,-0.65,"1,570,023,945.20"
Float Index,181.29,-1.14,-0.62,"5,113,510,304.50"
Sensitive Float Index,150.72,-0.95,-0.63,"1,570,023,945.20"
Banking SubIndex,"1,366.10",-7.71,-0.56,"324,701,846.50"
Development Bank Index,"5,643.19",-7.40,-0.13,"676,595,198.60"
Finance Index,"2,590.05",-40.33,-1.53,"163,969,729.30"
Hotels And Tourism,"6,571.56",7.06,0.10,"52,661,018.30"
HydroPower Index,"3,571.50",-24.16,-0.67,"1,711,839,032.20"
Investment,106.73,-0.52,-0.49,"475,548,074.40"
Life Insurance,"13,324.30",-200.78,-1.48,"477,434,618.20"
Manufacturing And Processing,"7,276.75",-24.46,-0.33,"144,366,397.00"
Microfinance Index,"4,944.05",-24.16,-0.48,"369,118,852.20"
Mutual Fund,19.12,0.00,0.03,"4,482,844.46"
Non Life Insurance,"12,543.40",-64.56,-0.51,"194,040,079.50"
Others Index,"2,385.63",-12.28,-0.51,"517,567,677.20"
Trading Index,"4,156.69",25.00,0.60,"5,667,781.10"
