Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,760.21",22.14,0.80,"11,315,207,127.09"
Sensitive Index,490.72,3.61,0.74,"4,470,268,667.80"
Float Index,190.03,1.59,0.84,"11,029,542,323.09"
Sensitive Float Index,162.11,1.33,0.82,"4,470,268,667.80"
Banking SubIndex,"1,547.60",16.03,1.04,"1,116,447,638.90"
Development Bank Index,"5,482.50",-5.92,-0.10,"576,238,119.70"
Finance Index,"3,573.22",-11.01,-0.30,"1,324,832,073.20"
Hotels And Tourism,"6,872.90",-0.63,0.00,"153,311,656.20"
HydroPower Index,"3,518.30",-1.82,-0.05,"4,283,506,781.70"
Investment,108.82,1.38,1.28,"541,805,553.40"
Life Insurance,"13,712.16",224.64,1.66,"640,930,055.00"
Manufacturing And Processing,"7,119.19",0.97,0.01,"292,866,885.69"
Microfinance Index,"5,198.19",161.46,3.20,"977,065,007.90"
Mutual Fund,21.72,0.03,0.15,"16,084,765.00"
Non Life Insurance,"13,517.62",-30.57,-0.22,"711,714,262.70"
Others Index,"2,118.84",4.50,0.21,"428,172,720.20"
Trading Index,"3,661.60",26.60,0.73,"19,263,457.80"
