Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,065.89",55.88,2.78,"2,432,984,611.90"
Sensitive Index,398.14,11.24,2.91,"2,180,770,000.00"
Float Index,142.11,3.46,2.50,"2,420,160,000.00"
Sensitive Float Index,130.46,3.48,2.74,"1,492,890,000.00"
Banking SubIndex,"1,355.91",16.64,1.24,"240,510,422.20"
Development Bank Index,"3,768.79",190.83,5.33,"209,580,145.90"
Finance Index,"1,828.73",125.65,7.38,"234,382,174.30"
Hotels And Tourism,"2,793.71",84.28,3.11,"10,772,344.10"
HydroPower Index,"2,490.51",105.72,4.43,"615,881,707.90"
Investment,68.11,1.86,2.81,"83,928,215.70"
Life Insurance,"9,516.52",147.28,1.57,"167,277,082.10"
Manufacturing And Processing,"5,156.84",23.95,0.47,"312,221,064.70"
Microfinance Index,"4,703.36",136.03,2.98,"343,003,902.90"
Mutual Fund,14.73,0.09,0.61,"8,113,607.05"
Non Life Insurance,"8,310.29",254.19,3.16,"93,357,613.10"
Others Index,"1,537.13",90.72,6.27,"99,370,967.10"
Trading Index,"2,152.34",90.30,4.38,"9,877,632.00"
