Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,860.94",-9.69,-0.52,"803,525,533.17"
Sensitive Index,365.42,-1.72,-0.47,"755,695,000.00"
Float Index,130.01,-0.72,-0.55,"772,726,000.00"
Sensitive Float Index,118.54,-0.85,-0.71,"559,143,000.00"
Banking SubIndex,"1,311.55",3.25,0.25,"186,279,837.30"
Development Bank Index,"3,366.16",-60.70,-1.77,"101,066,269.70"
Finance Index,"1,555.15",-28.19,-1.78,"54,393,538.00"
Hotels And Tourism,"2,552.52",-15.90,-0.62,"5,193,422.20"
HydroPower Index,"1,956.31",-21.86,-1.11,"171,815,618.30"
Investment,55.96,-0.96,-1.69,"35,197,877.40"
Life Insurance,"8,694.99",-76.23,-0.87,"20,502,546.30"
Manufacturing And Processing,"4,873.05",13.83,0.28,"67,604,587.20"
Microfinance Index,"4,199.52",-35.43,-0.84,"76,567,249.60"
Mutual Fund,13.49,-0.07,-0.52,"4,138,634.65"
Non Life Insurance,"7,482.30",-56.23,-0.75,"29,789,727.30"
Others Index,"1,302.91",-10.64,-0.81,"20,368,495.60"
Trading Index,"1,763.29",-23.79,-1.33,"3,946,797.80"
