Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,434.57",29.32,2.09,"2,785,004,908.00"
Sensitive Index,300.44,4.50,1.52,"3,014,890,000.00"
Float Index,101.37,1.83,1.84,"2,728,640,000.00"
Sensitive Float Index,100.17,1.37,1.39,"2,406,890,000.00"
Banking SubIndex,"1,202.72",7.90,0.66,"476,004,000.00"
Development Bank Index,"1,881.63",10.04,0.54,"804,198,000.00"
Finance Index,675.07,6.42,0.96,"157,767,000.00"
Hotels And Tourism,"1,961.17",49.27,2.58,"27,515,900.00"
HydroPower Index,"1,049.93",13.91,1.34,"94,956,900.00"
Life Insurance,"8,473.64",385.39,4.76,"338,308,000.00"
Manufacturing And Processing,"2,903.49",97.26,3.47,"295,976,000.00"
Microfinance Index,"2,670.21",159.32,6.35,"780,311,000.00"
Mutual Fund,10.26,-0.04,-0.39,"3,083,310.00"
Non Life Insurance,"7,108.98",374.01,5.55,"855,993,000.00"
Others Index,719.76,9.04,1.27,"97,929,100.00"
Trading Index,886.49,-9.85,-1.10,"8,230,360.00"
