Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,662.14",-10.25,-0.38,"8,616,410,132.45"
Sensitive Index,454.39,-1.26,-0.27,"3,118,889,084.40"
Float Index,182.90,-0.82,-0.44,"8,571,751,792.50"
Sensitive Float Index,155.15,-0.56,-0.36,"3,118,889,084.40"
Banking SubIndex,"1,358.48",-1.32,-0.09,"309,791,618.70"
Development Bank Index,"5,619.84",-65.67,-1.15,"387,392,042.00"
Finance Index,"2,454.55",-22.71,-0.91,"191,967,197.50"
Hotels And Tourism,"7,382.88",-35.65,-0.48,"158,759,688.10"
HydroPower Index,"3,541.65",-9.05,-0.25,"5,756,051,222.40"
Investment,103.72,-0.56,-0.54,"288,464,201.50"
Life Insurance,"12,725.23",-98.44,-0.76,"233,838,531.10"
Manufacturing And Processing,"9,093.78",-59.70,-0.65,"645,931,456.80"
Microfinance Index,"4,872.16",-24.17,-0.49,"213,411,818.70"
Mutual Fund,21.33,0.04,0.19,"6,879,950.48"
Non Life Insurance,"10,996.40",-68.56,-0.61,"129,197,878.20"
Others Index,"2,329.56",-8.23,-0.35,"250,339,406.50"
Trading Index,"3,770.43",19.70,0.52,"6,606,731.00"
