Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,875.49",5.11,0.18,"7,725,512,716.00"
Sensitive Index,533.57,4.17,0.79,"8,525,530,000.00"
Float Index,198.96,0.24,0.12,"7,598,210,000.00"
Sensitive Float Index,174.63,1.04,0.60,"5,211,960,000.00"
Banking SubIndex,"1,950.44",6.95,0.36,"2,099,310,000.00"
Development Bank Index,"4,235.30",-70.58,-1.64,"1,100,430,000.00"
Finance Index,"2,132.05",-56.70,-2.59,"569,177,000.00"
Hotels And Tourism,"3,570.33",20.27,0.57,"69,193,000.00"
HydroPower Index,"2,890.08",-65.95,-2.23,"2,106,450,000.00"
Investment,112.10,2.35,2.14,"420,973,000.00"
Life Insurance,"17,338.38",14.06,0.08,"237,099,000.00"
Manufacturing And Processing,"5,941.41",-12.48,-0.21,"113,384,000.00"
Microfinance Index,"5,191.16",111.40,2.19,"659,981,000.00"
Mutual Fund,15.40,0.02,0.12,"103,828,000.00"
Non Life Insurance,"14,385.10",-37.27,-0.26,"1,029,870,000.00"
Others Index,"2,188.52",-3.90,-0.18,"720,737,000.00"
Trading Index,"3,731.25",-32.32,-0.86,"11,010,100.00"
