Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,643.03",5.40,0.33,"2,237,964,572.00"
Sensitive Index,326.60,1.14,0.35,"2,202,660,000.00"
Float Index,114.57,0.09,0.08,"2,098,670,000.00"
Sensitive Float Index,107.53,-0.03,-0.03,"1,692,670,000.00"
Banking SubIndex,"1,312.58",-2.17,-0.17,"555,793,000.00"
Development Bank Index,"2,112.40",-16.21,-0.76,"495,021,000.00"
Finance Index,867.60,5.40,0.63,"148,641,000.00"
Hotels And Tourism,"1,747.82",1.96,0.11,"6,688,850.00"
HydroPower Index,"1,416.92",7.14,0.51,"372,740,000.00"
Life Insurance,"9,716.45",14.00,0.14,"162,480,000.00"
Manufacturing And Processing,"3,038.40",5.95,0.20,"41,140,900.00"
Microfinance Index,"2,672.42",6.83,0.26,"412,460,000.00"
Mutual Fund,10.91,0.27,2.49,"18,951,100.00"
Non Life Insurance,"8,295.36",176.86,2.18,"325,589,000.00"
Others Index,"1,076.30",14.80,1.39,"224,902,000.00"
Trading Index,"1,220.15",55.92,4.80,"9,713,260.00"
