Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,027.51",28.62,1.43,"4,088,853,664.80"
Sensitive Index,360.26,3.60,1.01,"1,246,516,270.70"
Float Index,137.59,1.90,1.40,"3,996,325,722.10"
Sensitive Float Index,117.82,1.21,1.04,"1,239,537,024.60"
Banking SubIndex,"1,059.53",2.65,0.25,"198,200,487.50"
Development Bank Index,"4,161.77",59.20,1.44,"358,146,030.80"
Finance Index,"2,143.04",6.43,0.30,"295,791,521.30"
Hotels And Tourism,"5,163.15",48.16,0.94,"85,305,265.20"
HydroPower Index,"2,445.89",76.33,3.22,"1,086,522,877.30"
Investment,75.05,0.81,1.10,"236,330,946.50"
Life Insurance,"10,065.24",141.85,1.42,"126,939,003.90"
Manufacturing And Processing,"6,363.21",16.83,0.26,"139,363,874.90"
Microfinance Index,"4,397.50",146.35,3.44,"1,176,240,739.30"
Mutual Fund,18.23,0.06,0.35,"6,339,102.20"
Non Life Insurance,"10,747.66",190.02,1.79,"225,081,153.30"
Others Index,"1,623.20",17.41,1.08,"82,079,340.20"
Trading Index,"2,697.34",0.84,0.03,"3,310,075.00"
