Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,892.00",-13.68,-0.72,"847,028,219.40"
Sensitive Index,361.55,-2.11,-0.58,"302,748,296.00"
Float Index,132.44,-1.01,-0.75,"836,470,685.20"
Sensitive Float Index,120.40,-0.77,-0.64,"302,218,667.00"
Banking SubIndex,"1,233.58",-7.67,-0.62,"185,913,664.30"
Development Bank Index,"3,469.40",-35.92,-1.02,"39,528,007.40"
Finance Index,"1,586.79",-12.75,-0.80,"20,638,256.50"
Hotels And Tourism,"3,512.62",-46.90,-1.32,"67,286,102.60"
HydroPower Index,"2,436.36",-20.57,-0.84,"229,521,858.90"
Investment,63.07,-0.85,-1.33,"30,215,979.30"
Life Insurance,"9,440.48",-56.82,-0.60,"31,031,818.40"
Manufacturing And Processing,"4,408.93",-34.72,-0.80,"97,510,161.30"
Microfinance Index,"3,382.36",-20.95,-0.62,"57,570,671.90"
Mutual Fund,13.59,-0.04,-0.29,"1,791,493.47"
Non Life Insurance,"8,600.98",-50.95,-0.59,"59,121,937.00"
Others Index,"1,409.02",-5.45,-0.38,"15,709,048.10"
Trading Index,"2,105.95",-6.58,-0.31,"2,423,179.50"
