Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,913.84",79.44,2.80,"10,286,269,957.00"
Sensitive Index,536.34,16.19,3.11,"9,520,950,000.00"
Float Index,201.36,5.69,2.91,"10,139,700,000.00"
Sensitive Float Index,176.30,5.41,3.17,"6,586,110,000.00"
Banking SubIndex,"1,945.43",44.31,2.33,"2,081,580,000.00"
Development Bank Index,"4,606.12",251.33,5.77,"1,742,300,000.00"
Finance Index,"2,328.56",127.60,5.80,"949,265,000.00"
Hotels And Tourism,"3,624.07",109.95,3.13,"96,515,000.00"
HydroPower Index,"2,890.92",150.01,5.47,"1,866,230,000.00"
Investment,111.93,4.58,4.26,"679,017,000.00"
Life Insurance,"17,882.20",387.85,2.22,"431,270,000.00"
Manufacturing And Processing,"6,075.24",162.41,2.75,"231,057,000.00"
Microfinance Index,"5,231.15",64.90,1.26,"561,216,000.00"
Mutual Fund,15.40,0.21,1.37,"36,546,600.00"
Non Life Insurance,"14,811.54",375.23,2.60,"1,171,760,000.00"
Others Index,"2,252.76",34.82,1.57,"2,261,740,000.00"
Trading Index,"3,824.07",21.54,0.57,"28,402,000.00"
