Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,637.63",-3.33,-0.20,"2,453,954,688.00"
Sensitive Index,325.46,-1.17,-0.36,"2,494,460,000.00"
Float Index,114.48,-0.31,-0.27,"2,394,220,000.00"
Sensitive Float Index,107.56,-0.34,-0.31,"2,005,380,000.00"
Banking SubIndex,"1,314.75",-11.62,-0.88,"846,640,000.00"
Development Bank Index,"2,128.61",-0.30,-0.01,"631,864,000.00"
Finance Index,862.21,3.96,0.46,"217,685,000.00"
Hotels And Tourism,"1,745.86",9.33,0.54,"7,737,750.00"
HydroPower Index,"1,409.77",0.54,0.04,"351,490,000.00"
Life Insurance,"9,702.45",-9.40,-0.10,"123,184,000.00"
Manufacturing And Processing,"3,032.45",3.88,0.13,"26,754,200.00"
Microfinance Index,"2,665.59",62.30,2.39,"502,662,000.00"
Mutual Fund,10.64,0.01,0.12,"2,339,660.00"
Non Life Insurance,"8,118.50",27.25,0.34,"249,105,000.00"
Others Index,"1,061.50",-3.29,-0.31,"187,359,000.00"
Trading Index,"1,164.24",34.52,3.06,"7,203,070.00"
