Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,835.58",-16.30,-0.57,"6,287,217,985.00"
Sensitive Index,532.49,-2.82,-0.53,"6,495,920,000.00"
Float Index,193.55,-1.29,-0.66,"6,256,700,000.00"
Sensitive Float Index,170.22,-1.07,-0.62,"3,731,770,000.00"
Banking SubIndex,"1,805.65",-6.47,-0.36,"526,616,296.00"
Development Bank Index,"4,959.91",-51.21,-1.02,"349,556,009.50"
Finance Index,"2,447.66",-9.20,-0.37,"340,472,367.90"
Hotels And Tourism,"3,172.24",3.74,0.12,"29,657,889.70"
HydroPower Index,"3,440.05",-53.65,-1.54,"2,459,681,087.30"
Investment,96.98,-1.52,-1.54,"725,853,146.90"
Life Insurance,"15,638.58",-168.54,-1.07,"369,667,808.70"
Manufacturing And Processing,"7,304.73",27.54,0.38,"154,057,451.00"
Microfinance Index,"5,421.12",-35.37,-0.65,"409,755,299.40"
Mutual Fund,16.11,0.08,0.47,"14,459,267.74"
Non Life Insurance,"13,225.12",56.22,0.43,"688,142,666.80"
Others Index,"2,300.05",-2.10,-0.09,"188,923,506.60"
Trading Index,"2,997.91",2.68,0.09,"14,313,043.00"
