Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,060.91",41.06,2.03,"1,888,326,469.62"
Sensitive Index,393.05,7.48,1.94,"536,468,020.90"
Float Index,142.65,2.73,1.95,"1,879,026,334.20"
Sensitive Float Index,129.85,2.25,1.77,"535,678,890.90"
Banking SubIndex,"1,272.05",12.19,0.96,"329,569,461.70"
Development Bank Index,"3,872.83",94.85,2.51,"125,003,723.50"
Finance Index,"1,789.75",58.64,3.38,"93,143,471.30"
Hotels And Tourism,"5,573.82",188.50,3.50,"103,933,290.70"
HydroPower Index,"2,228.80",62.41,2.88,"268,530,531.10"
Investment,71.57,1.22,1.73,"102,485,115.50"
Life Insurance,"11,348.30",346.74,3.15,"317,867,616.40"
Manufacturing And Processing,"5,626.63",85.87,1.54,"131,489,079.70"
Microfinance Index,"3,781.86",52.23,1.40,"101,338,114.30"
Mutual Fund,14.65,-0.06,-0.41,"2,302,676.87"
Non Life Insurance,"10,794.65",310.52,2.96,"150,777,145.50"
Others Index,"1,535.36",44.27,2.96,"123,218,751.40"
Trading Index,"2,883.78",100.76,3.62,"31,670,033.10"
