Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,711.22",-1.64,-0.06,"3,197,766,779.16"
Sensitive Index,463.12,0.80,0.17,"1,038,772,018.70"
Float Index,183.96,0.01,0.00,"3,156,010,438.70"
Sensitive Float Index,156.14,0.24,0.15,"1,038,772,018.70"
Banking SubIndex,"1,430.58",2.40,0.16,"227,905,467.10"
Development Bank Index,"5,792.80",-30.22,-0.51,"250,501,970.50"
Finance Index,"2,336.41",4.49,0.19,"42,770,527.10"
Hotels And Tourism,"7,805.45",17.36,0.22,"86,347,304.70"
HydroPower Index,"3,785.68",-16.61,-0.43,"1,601,519,196.50"
Investment,101.52,0.40,0.40,"106,314,939.30"
Life Insurance,"12,313.32",-39.75,-0.32,"88,537,187.00"
Manufacturing And Processing,"11,140.12",-63.43,-0.56,"408,447,687.20"
Microfinance Index,"4,787.98",22.89,0.48,"160,571,860.20"
Mutual Fund,21.74,0.17,0.80,"5,141,700.66"
Non Life Insurance,"10,636.97",20.39,0.19,"38,026,062.40"
Others Index,"1,972.58",0.71,0.03,"141,710,188.70"
Trading Index,"3,698.38",-9.27,-0.25,"3,358,048.00"
