Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,166.21",-3.29,-0.28,"532,211,211.00"
Sensitive Index,252.18,-1.10,-0.43,"436,511,000.00"
Float Index,86.41,-0.19,-0.22,"492,519,000.00"
Sensitive Float Index,81.68,-0.18,-0.22,"338,602,000.00"
Banking SubIndex,"1,036.01",-2.21,-0.21,"114,475,000.00"
Development Bank Index,"1,590.57",-1.19,-0.07,"100,371,000.00"
Finance Index,569.47,-1.13,-0.20,"30,460,700.00"
Hotels And Tourism,"1,920.99",-72.99,-3.66,"35,147,700.00"
HydroPower Index,934.53,2.24,0.24,"15,425,000.00"
Life Insurance,"5,862.58",-48.84,-0.83,"50,458,200.00"
Manufacturing And Processing,"2,412.33",41.22,1.74,"111,240,000.00"
Microfinance Index,"1,679.48",15.56,0.94,"102,421,000.00"
Mutual Fund,9.28,-0.02,-0.22,"379,183.00"
Non Life Insurance,"4,524.18",-16.22,-0.36,"68,111,700.00"
Others Index,651.71,-11.97,-1.80,"16,666,600.00"
Trading Index,682.77,-3.95,-0.58,"2,193,710.00"
